"Saison","Championnat","Joueur","Équipe","Place","Âge","Valeur.marchande","Contrat.expiration","Pays.de.naissance","Passeport.pays","Pied","Prêté","Taille","Poids","Matchs.joués","Minutes.jouées","Expected.Goal","Buts.par.90.min","G.XG","Taux.de.conversion.but.tir","Buts.de.la.tête.sur.90.min","Touches.de.balle.dans.la.surface.de.réparation.sur.90.min","Buts.hors.penalty.par.90","penalty.par.90.min","Tirs.cadrés","Dribbles.par.90.min","Dribbles.réussis","PCT_Dribbles.réussis","Efficacité.Buts","Duels.offensifs.par.90.min","Duels.offensifs.réussis","PCT_Duels.offensifs.réussis","Centres","Centres.réussis","PCT_Centres.réussis","Courses.progressives.par.90.min","Possession.ajustée","Duels.aériens.par.90.min","Duels.aériens.réussis","PCT_Duels.aériens.réussis","PAdj.Sliding.tackles","Succ..déf..sur.90","Duels.defensifs.par.90.min","Duels.defensifs.réussis","PCT_Duels.defensifs.réussis","Tacles.glissés.sur.90.min","Fautes.par.90.min","Cartons.jaunes.par.90.min","Cartons.rouges.par.90.min","Tirs.bloqués.par.90","Interceptions..sur.90.min","PAdj.Interceptions","Longueur.moyenne.de.passe.longue.en.m","Passes.par.90.min","Passes.réussies","PCT_Passes.réussies","Passes.avant.par.90","Passes.avant.réussies","PCT_Passes.avant.réussies","PCT_Passes.avant","Passes.arrière.par.90","Passes.arrière.réussies","PCT_Passes.arrière.réussies","PCT_Passes.arrière","Passes.latérales.par.90","Passes.latérales.réussies","PCT_Passes.latérales.réussies","PCT_Passes.latérales","PCT_Passes.longues.réussies","Passe.moyenne.longueur..m","Lng.passes.par.90","Passes.décisives.par.90.min","Passes.quasi.décisives.par.90","Réalisations.en.profondeur.par.90","Expected.Pass.D","Secondes.passes.décisives.par.90","Troisièmes.passes.décisives.par.90","Passes.judicieuses.par.90","Passes.judicieuses.réussies","PCT_Passes.judicieuses.réussies","Passes.der.tiers","Passes.der.tiers.réussies","PCT_Passes.der.tiers.réussies","Passes.surface.réparation","Passes.surface.réparation.réussies","PCT_Passes.surface.réparation.réussies","PCT_Passes.surface.réparation","Passes.profondeur","Passes.profondeur.réussies","PCT_Passes.profondeur.réussies","PCT_Passes.profondeur","Passes.progressives.par.90","Passes.progressives.réussies","PCT_Passes.progressives.réussies","PCT_Passes.progressives","milieu_def","Poste","note","vingtile_Expected.Goal","vingtile_Buts.par.90.min","vingtile_G.XG","vingtile_Taux.de.conversion.but.tir","vingtile_Buts.de.la.tête.sur.90.min","vingtile_Touches.de.balle.dans.la.surface.de.réparation.sur.90.min","vingtile_Buts.hors.penalty.par.90","vingtile_penalty.par.90.min","vingtile_Tirs.cadrés","vingtile_Dribbles.par.90.min","vingtile_Dribbles.réussis","vingtile_PCT_Dribbles.réussis","vingtile_Efficacité.Buts","vingtile_Duels.offensifs.par.90.min","vingtile_Duels.offensifs.réussis","vingtile_PCT_Duels.offensifs.réussis","vingtile_Centres","vingtile_Centres.réussis","vingtile_PCT_Centres.réussis","vingtile_Courses.progressives.par.90.min","vingtile_Possession.ajustée","vingtile_Duels.aériens.par.90.min","vingtile_Duels.aériens.réussis","vingtile_PCT_Duels.aériens.réussis","vingtile_PAdj.Sliding.tackles","vingtile_Succ..déf..sur.90","vingtile_Duels.defensifs.par.90.min","vingtile_Duels.defensifs.réussis","vingtile_PCT_Duels.defensifs.réussis","vingtile_Tacles.glissés.sur.90.min","vingtile_Fautes.par.90.min","vingtile_Cartons.jaunes.par.90.min","vingtile_Cartons.rouges.par.90.min","vingtile_Tirs.bloqués.par.90","vingtile_Interceptions..sur.90.min","vingtile_PAdj.Interceptions","vingtile_Longueur.moyenne.de.passe.longue.en.m","vingtile_Passes.par.90.min","vingtile_Passes.réussies","vingtile_PCT_Passes.réussies","vingtile_Passes.avant.par.90","vingtile_Passes.avant.réussies","vingtile_PCT_Passes.avant.réussies","vingtile_PCT_Passes.avant","vingtile_Passes.arrière.par.90","vingtile_Passes.arrière.réussies","vingtile_PCT_Passes.arrière.réussies","vingtile_PCT_Passes.arrière","vingtile_Passes.latérales.par.90","vingtile_Passes.latérales.réussies","vingtile_PCT_Passes.latérales.réussies","vingtile_PCT_Passes.latérales","vingtile_PCT_Passes.longues.réussies","vingtile_Passe.moyenne.longueur..m","vingtile_Lng.passes.par.90","vingtile_Passes.décisives.par.90.min","vingtile_Passes.quasi.décisives.par.90","vingtile_Réalisations.en.profondeur.par.90","vingtile_Expected.Pass.D","vingtile_Secondes.passes.décisives.par.90","vingtile_Troisièmes.passes.décisives.par.90","vingtile_Passes.judicieuses.par.90","vingtile_Passes.judicieuses.réussies","vingtile_PCT_Passes.judicieuses.réussies","vingtile_Passes.der.tiers","vingtile_Passes.der.tiers.réussies","vingtile_PCT_Passes.der.tiers.réussies","vingtile_Passes.surface.réparation","vingtile_Passes.surface.réparation.réussies","vingtile_PCT_Passes.surface.réparation.réussies","vingtile_PCT_Passes.surface.réparation","vingtile_Passes.profondeur","vingtile_Passes.profondeur.réussies","vingtile_PCT_Passes.profondeur.réussies","vingtile_PCT_Passes.profondeur","vingtile_Passes.progressives.par.90","vingtile_Passes.progressives.réussies","vingtile_PCT_Passes.progressives.réussies","vingtile_PCT_Passes.progressives","vingtile_note"
"2025/2026","Ligue 2 - J14","T. Arconte","Rodez ","CF",22,700000,"2027-06-30","Guadeloupe","Guadeloupe, France","droite","non",180,76,12,912,0.350328947368421,0.3,0.856338028169014,15,0.1,3.85,0.3,0,0.8865,2.37,1.185,50,0.845070422535211,7.2,2.76192,38.36,0.89,0.395516,44.44,1.28,1.1,2.47,0.7904,32,0.11,2.57,1.88,0.296852,25,0.1,1.18,0.49,0,0.1,2.17,2.53,2.76,10.26,5.918994,57.69,2.37,1.185,50,0.230994152046784,2.86,2.070926,72.41,0.278752436647173,2.76,1.577064,57.14,0.269005847953216,25,15.33,0.1,0,0.49,0.69,0.07,0,0,0.2,0.1,50,0.59,0.098353,16.67,1.58,1.08625,68.75,0.153996101364522,0.69,0.002691,0.39,0.0672514619883041,1.88,1.187408,63.16,0.183235867446394,FALSE,"Avant Centre",6.4630755583436,18,16,10,14,18,18,17,9,16,12,11,7,10,12,11,7,9,11,16,11,3,8,6,5,4,1,0,0,0,5,11,20,8,7,5,4,0,0,0,0,1,0,1,4,3,1,0,18,0,0,0,3,0,2,0,4,15,12,10,6,7,10,12,15,0,0,0,9,13,19,19,12,11,11,19,2,2,4,13,0
"2025/2026","National 1 - J13","C. Odzoumo","Versailles","CF",30,0,"","France","France","droite","non",180,77,12,888,0.355743243243243,0.41,1.15251661918329,21.053,0,2.94,0.41,0,0.711012,1.42,1.115694,75,1.13960113960114,9.73,3.64875,37.5,0.91,0.404404,44.44,1.01,1.41176470588235,6.08,2.330464,38.33,0.72,3.85,3.75,1.925625,51.35,0.51,2.43,0.2,0,0.2,1.42,2.02,21.01,17.53,12.260482,69.94,4.66,2.937664,63.04,0.265830005704507,5.57,4.759565,85.45,0.317741015402168,4.26,2.94153,69.05,0.243011979463776,66.67,15.35,1.52,0.2,0.61,0.71,0.11,0.1,0,0.1,0.1,100,2.64,1.32,50,1.42,0.71,50,0.0810039931545921,0.71,0.002911,0.41,0.0405019965772961,1.93,1.422024,73.68,0.110096976611523,FALSE,"Avant Centre",6.93600192441986,18,18,13,17,7,15,18,9,15,8,11,19,13,15,14,6,9,11,16,8,13,18,16,7,16,3,3,3,3,16,19,12,8,12,2,2,5,2,2,2,3,3,6,6,11,10,2,19,1,1,3,2,18,2,5,17,17,12,14,17,7,7,12,19,5,4,2,8,9,12,14,12,12,11,16,2,2,11,3,11
"2025/2026","National 1 - J13","C. Rodrigues","Le Puy F.43 Auvergne","CF",24,200000,"2028-06-30","France","France, Portugal","droite","oui",178,70,12,871,0.395752009184845,0.41,1.03600232085872,26.667,0.21,2.48,0.31,0.1,0.62,1.14,0.51813,45.45,1.0443864229765,5.37,1.652349,30.77,0.41,0.1025,25,0.93,0,4.86,1.344276,27.66,0,2.69,2.07,1.3455,65,0,0.93,0.21,0,0,1.34,1.82,16.3,15.91,12.086827,75.97,3.93,2.688906,68.42,0.247014456316782,3.82,3.407058,89.19,0.240100565681961,4.55,3.4125,75,0.285983658076681,55.56,17.14,0.93,0,0.21,0.83,0.03,0.1,0,0,0,0,1.96,1.444128,73.68,0.83,0.6225,75,0.0521684475172847,0.83,0.00083,0.1,0.0521684475172847,2.17,1.653323,76.19,0.136392206159648,FALSE,"Avant Centre",6.6506174696968,18,18,12,19,20,14,17,19,14,7,6,4,12,9,7,2,5,5,3,7,1,16,11,3,1,1,0,1,14,1,7,13,8,2,2,1,3,1,2,6,2,3,10,5,5,5,4,15,2,2,5,5,13,6,3,4,9,13,6,17,7,2,4,4,3,4,15,5,8,20,9,13,7,5,18,2,3,13,6,2
"2025/2026","Ligue 2 - J14","K. Nagera","Rodez ","CF",23,225000,"2026-06-30","France","France, Guadeloupe","droite","non",177,65,14,841,0.391676575505351,0.21,0.53615664845173,12.5,0,4.17,0.21,0,0.4275,1.61,0.966,60,0.546448087431694,5.03,1.498437,29.79,0.54,0,25,0.86,0,2.78,0.748376,26.92,0,2.68,2.68,1.608,60,0,1.71,0,0,0,1.07,1.35,4.67,10.59,7.595148,71.72,1.71,1.06875,62.5,0.161473087818697,4.49,3.95569,88.1,0.423984891406988,1.93,0.965,50,0.182247403210576,25,14.32,0.21,0.21,0.54,0.86,0.09,0,0,0,0,0,0.64,0.106688,16.67,0.43,0.215,50,0.040604343720491,0.86,0,0,0.0812086874409821,1.28,0.64,50,0.120868744098206,FALSE,"Avant Centre",6.3941112047564,18,14,7,12,7,18,15,9,12,9,10,13,7,8,6,2,6,1,3,7,1,10,6,3,1,1,1,2,9,1,17,1,8,2,1,1,0,0,0,3,0,0,5,1,7,7,3,20,0,0,0,0,0,1,0,17,16,14,12,6,7,2,4,4,0,0,0,2,3,12,7,14,2,1,20,1,0,1,4,0
"2025/2026","National 1 - J13","J. Leborgne","Quevilly Rouen","CF, RCMF, RW",30,250000,"2026-06-30","Guadeloupe","Guadeloupe, France","droite","non",173,63,10,820,0.217317073170732,0.22,1.01234567901235,15.385,0,0.77,0.11,0.11,0.330044,1.54,0.549934,35.71,1.01010101010101,7.57,2.962141,39.13,1.21,0.549945,45.45,0.33,1.09090909090909,1.76,0.55,31.25,0.24,6.7,5.38,3.62343,67.35,0.22,1.1,0.33,0,0.22,2.85,3.1,35.96,32.05,26.123955,81.51,9.66,6.80547,70.45,0.301404056162247,4.72,4.50052,95.35,0.147269890795632,11.85,9.874605,83.33,0.369734789391576,62.5,18.87,5.27,0.22,0.22,0.77,0.14,0,0,0.11,0,0,4.83,3.402735,70.45,2.09,0.769956,36.84,0.065210608424337,0.77,0.002541,0.33,0.0240249609984399,5.38,3.183884,59.18,0.16786271450858,FALSE,"Avant Centre",6.84320501433175,15,15,11,14,7,7,12,19,10,8,6,2,12,12,12,7,11,13,16,2,3,5,4,4,8,8,9,11,16,9,10,17,8,12,8,5,15,9,10,12,8,9,11,9,8,9,14,7,11,11,10,14,17,11,16,18,9,13,16,6,7,7,4,4,12,13,13,12,10,5,11,13,11,10,12,9,7,2,11,8
"2025/2026","Ligue 2 - J14","L. Socka Bongué","Clermont","CF",27,150000,"2026-06-30","France","France, Cameroon","droite","non",193,86,13,805,0.245962732919255,0.11,0.447222222222222,7.143,0,2.46,0.11,0,0.224353,1.45,0.669175,46.15,0.454545454545455,8.5,2.6843,31.58,0.34,0,25,1.23,0,5.7,1.45293,25.49,0,3.69,4.47,2.0115,45,0,1.79,0.11,0,0,1.68,2.04,6.32,15.99,12.523368,78.32,2.68,1.451756,54.17,0.167604752970607,5.37,4.69875,87.5,0.335834896810507,3.91,3.128,80,0.244527829893684,50,14.67,0.45,0.11,0.11,0.34,0.03,0,0,0,0,0,1.12,1.008,90,0.45,0.1125,25,0.0281425891181989,0.34,0,0,0.0212632895559725,1.45,0.669175,46.15,0.0906816760475297,FALSE,"Avant Centre",6.3022691134043,16,11,6,9,7,14,12,9,8,8,7,5,7,13,11,3,5,1,3,10,1,18,12,3,1,2,5,3,1,1,17,6,8,2,3,2,1,1,2,9,1,1,2,1,10,9,3,19,1,1,8,2,8,1,1,13,5,6,6,6,7,2,4,4,1,2,20,2,2,2,5,6,2,1,11,1,1,0,1,0
"2025/2026","National 1 - J13","P. Wade","Le Puy F.43 Auvergne","CF, LCMF, LWF",25,50000,"2026-06-30","France","France, Senegal","droite","non",180,68,12,804,0.401865671641791,0.34,0.846053853296193,10.345,0,2.46,0.22,0.12,1.34485,3.69,2.012895,54.55,0.835654596100279,9.63,3.695031,38.37,1.57,0.560647,35.71,1.68,0,0.9,0.45,50,0,2.8,3.02,1.789652,59.26,0,0.78,0,0,0,1.01,1.39,14.34,29.1,24.40035,83.85,5.26,3.693046,70.21,0.180756013745704,8.96,8.512,95,0.307903780068729,10.86,8.956242,82.47,0.37319587628866,42.86,16.95,0.78,0,0,1.12,0.14,0.22,0.11,0.56,0.112,20,2.46,1.789158,72.73,2.35,1.23093,52.38,0.0807560137457045,1.12,0.006272,0.56,0.0384879725085911,3.36,2.688,80,0.115463917525773,FALSE,"Avant Centre",6.9159560356604,18,17,10,11,7,14,15,19,19,15,15,10,10,15,15,7,12,13,13,13,1,1,3,13,1,1,2,2,8,1,5,1,8,2,1,1,3,7,8,14,4,4,11,1,18,18,13,19,10,10,10,14,4,6,2,4,1,16,16,20,19,16,12,8,5,6,14,13,14,14,14,16,15,13,16,4,5,16,3,10
"2025/2026","Ligue 2 - J14","L. Stassin","Saint-Étienne","CF",20,0,"2028-06-30","Belgium","Belgium","droite","non",183,73,13,803,0.60186799501868,0.45,0.747672253258845,14.815,0,4.15,0.45,0,1.346532,2.58,1.121784,43.48,0.74487895716946,8.18,2.353386,28.77,0.9,0.3375,37.5,1.12,0,0.67,0.223311,33.33,0,3.36,2.91,2.686221,75,0,0.56,0.11,0,0.11,0.67,1.04,14.76,25.44,21.405216,84.14,3.59,3.029242,84.38,0.141116352201258,9.19,8.517292,92.68,0.36124213836478,6.05,4.817615,79.63,0.237814465408805,75,14.79,0.9,0.11,0.22,0.67,0.02,0,0,0.22,0.11,50,1.91,1.460577,76.47,1.01,0.448844,44.44,0.0397012578616352,0.67,0.001474,0.22,0.0263364779874214,2.13,1.345308,63.16,0.0837264150943396,FALSE,"Avant Centre",6.8506497654646,20,18,9,14,7,18,19,9,19,12,11,4,9,13,10,2,9,10,13,9,1,0,1,5,1,2,1,6,20,1,2,6,8,8,0,0,3,5,7,14,2,3,19,0,19,18,8,20,3,4,8,1,20,2,3,13,9,11,5,6,7,11,12,15,3,5,17,6,6,9,7,11,9,8,13,2,2,4,1,8
"2025/2026","National 1 - J13","K. Diliwidi","Quevilly Rouen","CF, LW, RW",19,0,"2028-06-30","France","France","droite","oui",180,0,11,803,0.187173100871731,0.22,1.17538256819694,16.667,0,2.13,0.22,0,0.67,2.35,0.671395,28.57,1.19760479041916,10.2,2.46636,25,1.01,0.112211,25,1.91,0,2.47,0.561431,25,0,3.47,2.91,1.678779,57.69,0,0.67,0.11,0,0.11,1.79,1.92,20.38,16.59,11.544981,69.59,3.14,1.682098,53.57,0.189270644966848,5.72,4.822532,84.31,0.344786015672092,4.03,2.910466,72.22,0.24291742013261,60,16.28,1.12,0.22,0.34,0.22,0.06,0,0,0,0,0,1.57,1.345647,85.71,0.9,0.225,25,0.054249547920434,0.22,0.000484,0.22,0.0132610006027728,2.47,1.122615,45.45,0.148884870403858,FALSE,"Avant Centre",6.5648643135008,14,15,13,15,7,13,15,9,14,11,7,1,14,15,10,0,9,5,3,15,1,8,4,1,1,2,1,2,7,1,3,6,8,8,4,2,5,2,1,2,1,1,1,2,11,10,1,20,1,1,4,1,15,4,4,18,12,4,9,6,7,2,4,4,2,4,19,5,3,2,9,4,6,8,8,3,2,0,8,1
"2025/2026","Ligue 2 - J14","H. Ibrahim","Reims","CF",19,0,"","Nigeria","Nigeria","","non",0,0,14,799,0.521526908635795,0.45,0.862850971922246,19.048,0.23,4.17,0.45,0,1.015782,1.24,0.901852,72.73,0.863930885529158,7.66,1.689796,25,0.11,0,25,0.9,1.54545454545455,6.65,2.1413,32.2,0.17,2.48,3.49,1.576084,45.16,0.11,2.37,0.34,0,0,0.79,1.21,6.44,11.94,9.011118,75.47,2.48,1.12716,45.45,0.207705192629816,3.6,3.03768,84.38,0.301507537688442,2.14,1.914658,89.47,0.179229480737018,50,12.1,0.45,0.11,0.45,0.9,0.07,0,0,0,0,0,1.01,0.561156,55.56,0.9,0.45,50,0.0753768844221106,0.9,0,0,0.0753768844221106,0.79,0.338594,42.86,0.0661641541038526,FALSE,"Avant Centre",6.74793923097427,19,18,10,16,20,18,19,9,17,7,9,18,10,12,7,0,2,1,3,7,17,19,15,5,6,1,3,1,1,5,19,18,8,2,0,0,1,0,0,6,1,0,0,3,5,4,1,19,0,0,14,0,8,0,1,13,15,14,10,6,7,2,4,4,1,1,3,5,6,12,13,14,2,1,20,0,0,0,0,4
"2025/2026","Ligue 2 - J14","Y. Ikia Dimi","Amiens SC","CF, LAMF, RAMF",21,0,"","France","France","unknown","non",175,0,14,795,0.150566037735849,0.45,2.98872180451128,33.333,0,2.49,0.45,0,0.906712,2.72,1.7,62.5,3.00751879699248,9.06,2.9445,32.5,2.04,0.453288,25,1.7,0,2.72,0.34,25,0,3.85,5.89,2.718235,46.15,0,2.26,0.45,0,0.23,1.13,1.47,16.8,16.08,10.871688,67.61,3.85,2.03819,52.94,0.239427860696517,4.98,4.75341,95.45,0.309701492537313,4.42,2.38017,53.85,0.274875621890547,50,18.5,1.13,0.11,0.11,0.11,0.04,0,0,0,0,0,1.58,0.902812,57.14,1.25,0.340875,27.27,0.0777363184079602,0.11,0.000495,0.45,0.0068407960199005,2.26,1.356,60,0.140547263681592,FALSE,"Avant Centre",6.6104013387576,13,18,19,19,7,14,19,9,17,13,14,15,19,14,12,3,14,12,3,13,1,10,2,1,1,3,11,6,1,1,19,19,8,12,1,1,3,1,1,1,2,2,1,5,9,10,14,19,1,1,0,4,8,10,4,13,5,2,7,6,7,2,4,4,2,2,4,7,5,2,13,2,6,12,4,2,2,2,7,2
"2025/2026","National 1 - J13","J. Domingues","Dijon","CF, RWF",29,0,"2027-06-30","France","France","","non",0,0,12,793,0.548171500630517,0.57,1.03982056590752,27.778,0,3.06,0.34,0.23,1.586712,2.61,1.248363,47.83,1.0351966873706,5.79,1.929807,33.33,1.36,0.566712,41.67,1.02,1.56521739130435,9.87,5,59.77,0.36,4.09,2.5,1.36375,54.55,0.23,1.02,0,0,0,2.5,3.95,0,16.34,11.460876,70.14,4.65,3.062025,65.85,0.284577723378213,3.97,3.629771,91.43,0.24296205630355,3.97,2.495542,62.86,0.24296205630355,25,15.51,0,0.11,0.23,0.79,0.03,0.11,0,0,0,0,1.48,0.910792,61.54,1.36,0.68,50,0.0832313341493268,0.79,0.003555,0.45,0.0483476132190942,2.16,1.591488,73.68,0.13219094247246,FALSE,"Avant Centre",7.18964151520017,19,19,12,19,7,16,17,20,19,12,12,5,12,10,8,4,11,13,15,8,17,20,20,17,11,3,1,1,4,10,9,1,8,2,7,8,0,1,1,2,3,3,8,8,6,6,6,15,1,1,1,1,0,3,0,13,9,13,6,18,7,2,4,4,2,2,7,8,9,12,14,13,13,12,17,2,3,11,6,17
"2025/2026","National 1 - J13","Y. Barka","Dijon","CF, LWF",27,0,"2027-06-30","France","France, Algeria","droite","non",183,75,13,791,0.40960809102402,0.46,1.12302469135802,16,0.11,3.07,0.34,0.12,1.136,3.3,1.59324,48.28,1.11111111111111,10.01,3.071068,30.68,2.96,0.455248,25,1.37,0,3.3,1.02399,31.03,0,3.41,4.55,2.38875,52.5,0,1.82,0.23,0,0,1.02,1.58,11.14,19.91,14.221713,71.43,4.1,2.39153,58.33,0.205926670015068,4.89,3.98046,81.4,0.245605223505776,4.1,2.61949,63.89,0.205926670015068,25,16.55,0.46,0.11,0.68,0.8,0.09,0,0.11,0.11,0.11,100,1.82,1.1375,62.5,2.84,0.9088,32,0.142641888498242,0.8,0.00544,0.68,0.0401808136614766,1.82,1.47875,81.25,0.0914113510798594,FALSE,"Avant Centre",6.7658853595184,18,18,13,15,19,16,17,19,18,14,13,6,13,15,13,2,17,12,3,11,1,12,8,4,1,2,6,4,3,1,17,14,8,2,1,1,2,3,3,3,2,2,3,3,9,7,1,16,1,1,1,0,0,5,1,13,18,13,12,6,19,7,12,19,3,3,7,15,11,3,19,13,15,14,16,2,2,17,1,5
"2025/2026","National 1 - J13","A. Zinga","Paris 13 Atletico","CF",25,200000,"","France","France, Congo DR","droite","non",192,75,12,776,0.31430412371134,0.23,0.731775317753178,10.526,0.12,2.44,0.23,0,1.04214,1.97,1.042918,52.94,0.738007380073801,8.35,2.66699,31.94,1.51,0.116119,25,0.93,1.33333333333333,5.45,1.391385,25.53,0.16,3.6,2.44,1.742892,71.43,0.12,1.16,0.12,0,0.12,1.74,2.46,15.5,17.28,12.06144,69.8,3.25,1.508975,46.43,0.188078703703704,5.34,4.411374,82.61,0.309027777777778,5.8,3.828,66,0.335648148148148,42.86,16.27,0.81,0.12,0.35,0.58,0.05,0,0.12,0.12,0.12,100,1.51,0.696865,46.15,1.51,0.348508,23.08,0.0873842592592593,0.58,0.000696,0.12,0.0335648148148148,1.86,0.93,50,0.107638888888889,FALSE,"Avant Centre",6.768028487627,17,15,8,11,19,14,15,9,17,10,10,9,9,13,11,3,12,5,3,7,10,17,11,3,6,2,1,2,18,6,11,7,8,8,3,3,3,2,2,2,1,1,0,2,10,8,1,19,3,2,2,11,4,4,3,14,12,10,8,6,19,8,13,19,2,1,1,9,5,2,15,10,7,5,14,2,1,1,3,5
"2025/2026","Ligue 2 - J14","A. Rabillard","Le Mans","CF",30,350000,"","France","France","droite","non",180,72,11,757,0.0760898282694848,0.12,1.57708333333333,11.111,0.12,1.66,0.12,0,0.237754,1.07,0.713369,66.67,1.5625,2.97,0.9504,32,1.07,0.237754,25,0.71,1.25,3.69,0.833202,25,0.15,5.94,4.76,3.213,67.5,0.12,1.31,0,0,0.12,2.62,3.22,18.64,16.64,11.766144,70.71,4.16,2.496,60,0.25,4.64,4.283184,92.31,0.278846153846154,3.33,2.259738,67.86,0.200120192307692,40,15.91,1.19,0.12,0.12,0.48,0.04,0,0,0,0,0,1.31,0.595395,45.45,0.71,0.355,50,0.0426682692307692,0.48,0.001152,0.24,0.0288461538461538,2.62,1.31,50,0.157451923076923,FALSE,"Avant Centre",6.4999879343092,9,12,16,11,19,11,12,9,8,6,7,16,16,5,3,3,10,8,3,5,7,13,7,1,5,7,6,8,16,6,13,1,8,8,7,6,4,2,1,3,2,2,4,5,8,8,8,18,1,0,2,0,3,3,4,14,6,8,7,6,7,2,4,4,1,1,1,4,5,12,8,8,8,8,13,3,2,1,9,1
"2025/2026","National 1 - J13","G. Courtet","Valenciennes","CF",36,250000,"","France","France","droite","non",180,73,9,756,0.485714285714286,0.24,0.494117647058823,11.111,0,3.45,0.24,0,1.188984,0.36,0.240012,66.67,0.490196078431373,2.98,0.7152,25,0.6,0.12,25,0.12,0,10,3.452,34.52,0,2.5,1.9,1.06875,56.25,0,0.83,0.24,0.12,0.12,1.43,1.85,17.52,17.62,11.310278,64.19,4.17,2.263893,54.29,0.236662883087401,5.6,4.76616,85.11,0.317820658342792,4.52,2.616628,57.89,0.256526674233825,75,15.04,0.71,0,0,0.12,0.01,0,0,0,0,0,1.9,0.7125,37.5,0.48,0,0,0.0272417707150965,0.12,0.000144,0.12,0.00681044267877412,0.83,0.592869,71.43,0.047105561861521,FALSE,"Avant Centre",6.534602639964,19,15,7,11,7,17,16,9,18,2,3,16,7,5,2,0,7,5,3,0,1,20,18,6,1,1,0,0,6,1,6,14,20,8,2,2,4,2,1,1,2,2,2,4,11,10,1,19,2,1,0,2,20,2,2,4,1,2,3,6,7,2,4,4,3,1,0,2,0,0,5,2,4,5,4,0,0,9,0,1
"2025/2026","Ligue 2 - J14","Y. Diaby","Grenoble","CF, LW",25,400000,"2026-06-30","France","France, Guinea","droite","non",184,76,14,751,0.452996005326232,0.6,1.32451499118166,31.25,0.12,3,0.6,0,1.32,3,1.2,40,1.32275132275132,8.75,2.63725,30.14,0.96,0.36,37.5,1.32,1.25,3.48,1.680144,48.28,0.15,5.03,4.31,2.873477,66.67,0.12,1.2,0,0,0.24,2.04,2.5,11.17,17.62,14.26339,80.95,2.4,1.8,75,0.136208853575482,5.39,4.910829,91.11,0.305902383654938,5.03,3.832357,76.19,0.285471055618615,50,13.99,0.72,0,0.36,0.48,0.06,0,0,0,0,0,1.08,0.479952,44.44,1.2,0.72,60,0.0681044267877412,0.48,0.001728,0.36,0.0272417707150965,1.44,1.199952,83.33,0.0817253121452894,FALSE,"Avant Centre",7.0231210936936,19,19,14,19,19,16,19,9,19,13,11,2,15,14,11,2,9,10,13,11,7,13,13,12,5,5,5,7,15,6,11,1,8,13,5,4,2,2,3,11,1,1,15,0,10,10,6,19,2,2,6,5,8,1,2,4,13,8,9,6,7,2,4,4,1,0,1,7,9,17,12,8,10,10,13,1,2,18,1,14
"2025/2026","Ligue 2 - J14","T. Robinet","Dunkerque","CF",29,800000,"2027-06-30","France","France","droite","non",180,79,10,739,0.457916102841678,0.49,1.07006501182033,20,0.12,3.17,0.37,0.12,1.342,0.49,0.245,50,1.06382978723404,4.38,1.581618,36.11,0,0,25,0.37,0,6.09,2.9232,48,0,3.53,3.78,2.316762,61.29,0,1.95,0.12,0.12,0.12,1.22,1.82,13.98,16.93,12.910818,76.26,4.99,2.677634,53.66,0.294743059657413,4.26,3.894918,91.43,0.251624335499114,4.38,3.528528,80.56,0.258712344949793,42.86,14.76,0.85,0,0.24,0.37,0.08,0,0,0,0,0,2.31,1.337259,57.89,0.24,0.12,50,0.0141760189013585,0.37,0,0,0.0218546958062611,1.46,0.973382,66.67,0.0862374483165978,FALSE,"Avant Centre",6.6943475240344,19,18,12,17,19,16,18,19,19,3,3,7,12,7,6,5,0,1,3,2,1,18,18,12,1,2,3,4,10,1,18,7,20,8,1,1,2,2,2,7,3,3,1,9,7,7,6,16,1,2,8,3,4,2,3,4,9,6,11,6,7,2,4,4,4,4,5,1,2,12,3,6,2,1,11,1,1,6,1,3
"2025/2026","Ligue 2 - J14","B. Bokangu","Nancy","CF",25,0,"2026-06-30","France","France","unknown","non",0,0,14,731,0.196990424076607,0.25,1.26909722222222,14.286,0,1.35,0.25,0,0.491404,0.49,0.245,50,1.25,5.66,1.845726,32.61,0.25,0,25,0.98,1.36,11.2,4.43072,39.56,0.34,3.57,3.08,1.4784,48,0.25,1.97,0.37,0,0,1.85,2.56,6.46,15.02,11.57291,77.05,2.59,1.479926,57.14,0.172436750998668,4.31,3.817367,88.57,0.286950732356858,4.68,3.448224,73.68,0.311584553928096,40,15.46,0.62,0.12,0.12,0.62,0.03,0,0,0.12,0.12,100,1.11,0.863358,77.78,0.74,0.493358,66.67,0.0492676431424767,0.62,0,0,0.0412782956058589,1.11,0.616716,55.56,0.0739014647137151,FALSE,"Avant Centre",6.6438752352292,14,15,14,14,7,10,16,9,12,3,3,7,14,9,8,3,4,1,3,8,11,20,19,8,10,2,2,1,1,10,18,18,8,2,4,4,1,1,1,7,1,1,2,1,7,6,3,18,2,2,5,8,3,3,2,14,6,11,6,6,7,8,13,19,1,2,17,4,7,19,9,11,2,1,16,1,0,1,1,2
